ID 1,Name,weitere Bezeichnung,Datum,Jahr,Originaleintrag
331,DIE WEISSEN EUROPAS (WEISS),,08.01.2014,2014,"331 ""DIE WEISSEN EUROPAS (WEISS)"" 08.01.2014"
332,DIE WEISSEN ÖSTERREICHS,(unabhängige Bürgerbewegung),13.06.2008,2008,"332 ""DIE WEISSEN ÖSTERREICHS"" (unabhängige Bürgerbewegung) 13.06.2008"
333,Die Weißen,"(Die Weissen) Bewegung freier initiativer Bürger zur Stärkung der kleinen Einheiten ""Small is beautiful""",06.07.1994,1994,"333 ""Die Weißen"" (Die Weissen) Bewegung freier, initiativer Bürger zur Stärkung der kleinen Einheiten ""Small is beautiful"" 06.07.1994"
334,Die Weißen,Bewegung überparteilicher Bürgerinitiativen,21.06.1994,1994,"334 ""Die Weißen"" Bewegung überparteilicher Bürgerinitiativen 21.06.1994"
335,Die Weißen,Bewegung überparteilicher Bürgerinitiativen,28.06.1994,1994,"335 ""Die Weißen"" Bewegung überparteilicher Bürgerinitiativen 28.06.1994"
336,DIE WEISSEN,"Kurzbezeichnung ""WEISS""",08.06.2010,2010,"336 ""DIE WEISSEN"", Kurzbezeichnung ""WEISS"" 08.06.2010"
337,Die Welser Freiheitlichen,(FPW),05.10.2005,2005,"337 ""Die Welser Freiheitlichen"" (FPW) 05.10.2005"
338,DIE WIRTSCHAFTSPARTEI,,03.02.1992,1992,"338 ""DIE WIRTSCHAFTSPARTEI"" 03.02.1992"
339,Direkt-Demokratische Plattform Österreichs,"kurz ""DDP""",18.11.2003,2003,"339 ""Direkt-Demokratische Plattform Österreichs"", kurz ""DDP"" 18.11.2003"
340,DONAU - STADT - PARTEI,"(Abkürzung ""DSP"")",30.09.1997,1997,"340 ""DONAU - STADT - PARTEI"" (Abkürzung ""DSP"") 30.09.1997"
341,DONAUSTADT-PARTEI,,08.07.1997,1997,"341 ""DONAUSTADT-PARTEI"" 08.07.1997"
342,"dynamik 5 - europäisch, solidarisch, ökologisch, spirituell, politisch",,01.06.2001,2001,"342 ""dynamik 5 - europäisch, solidarisch, ökologisch, spirituell, politisch"" 01.06.2001"
343,Ebreichsdorfer Wahlgemeinschaft (EWG),,08.10.1990,1990,"343 ""Ebreichsdorfer Wahlgemeinschaft (EWG)"" 08.10.1990"
344,ECHT Josefstadt - Liste Heribert Rahdjian,"Kurzbezeichnung ""ECHT""",21.03.2013,2013,"344 ""ECHT Josefstadt - Liste Heribert Rahdjian"", Kurzbezeichnung ""ECHT"" 21.03.2013"
345,Ein Herz für Inländer,(Herz),13.06.1988,1988,"345 ""Ein Herz für Inländer"" (Herz) 13.06.1988"
346,EINE BESSERE WELT ÖSTERREICH,"-EBWÖ- Kurzbezeichnung: ""EBWÖ""",07.09.2005,2005,"346 ""EINE BESSERE WELT ÖSTERREICH"" -EBWÖ-, Kurzbezeichnung: ""EBWÖ"" 07.09.2005"
347,ENOTNA LISTA - Einheitsliste (EL),,25.07.1991,1991,"347 ""ENOTNA LISTA - Einheitsliste (EL)"" 25.07.1991"
348,Ergokratische Partei Österreichs,"abgekürzt ""EPÖ""",03.03.1978,1978,"348 ""Ergokratische Partei Österreichs"", abgekürzt ""EPÖ"" 03.03.1978"
349,Esobioterik'-Bewegung Europas (EBT),,09.01.2003,2003,"349 ""'Esobioterik'-Bewegung Europas (EBT)"" 09.01.2003"
350,Ethik-Partei-Europa,"; Kurzform: ""EtP-EU"" In Österreich: ""Ethik-Partei-Europa/AUT""; Kurzform: EtP-EU/AUT""",17.08.2005,2005,"350 ""Ethik-Partei-Europa""; Kurzform: ""EtP-EU"" In Österreich: ""Ethik-Partei-Europa/AUT""; Kurzform: EtP-EU/AUT"" 17.08.2005"
351,EU-Austrittspartei,,07.10.2011,2011,"351 ""EU-Austrittspartei"" 07.10.2011"
352,EUGP - Europäische Generationen Partei,,22.02.2008,2008,"352 ""EUGP - Europäische Generationen Partei"" 22.02.2008"
353,Euredo,,06.12.2011,2011,"353 ""Euredo"" 06.12.2011"
354,EUROMED,,21.02.1997,1997,"354 ""EUROMED"" 21.02.1997"
355,Europäisch Asiatisch Arabische Union,(EAAU),10.11.2006,2006,"355 ""Europäisch Asiatisch Arabische Union"" (EAAU) 10.11.2006"
356,EUROPÄISCHE BÜRGERNOTWEHR ZUR WAHRUNG DER WÄHRUNGSPOLITISCHEN EINHEIT (EBN),,10.09.2012,2012,"356 ""EUROPÄISCHE BÜRGERNOTWEHR ZUR WAHRUNG DER WÄHRUNGSPOLITISCHEN EINHEIT (EBN)"" 10.09.2012"
357,EUROPÄISCHE FREIHEITS-BEWEGUNG (EFB),,28.06.1984,1984,"357 ""EUROPÄISCHE FREIHEITS-BEWEGUNG (EFB)"" 28.06.1984"
358,EUROPÄISCHE LIBERALE,,18.07.1990,1990,"358 ""EUROPÄISCHE LIBERALE"" 18.07.1990"
359,Europäische Partei Ostara Bildungswerk,(EPOBW),13.06.1984,1984,"359 ""Europäische Partei Ostara Bildungswerk"" (EPOBW) 13.06.1984"
360,Europäische Partei Österreichs,"kurz ""E.P.Ö.""",01.04.1983,1983,"360 ""Europäische Partei Österreichs"", kurz ""E.P.Ö."" 01.04.1983"
361,Fachschaftsliste der Universität für Bodenkultur,,25.01.1993,1993,"361 ""Fachschaftsliste der Universität für Bodenkultur"" 25.01.1993"
362,Fachschaftsliste,,06.05.1987,1987,"362 ""Fachschaftsliste"" 06.05.1987"
363,Familienpartei Österreich,"(Kurzbezeichnung ""FAPÖ"")",03.10.2005,2005,"363 ""Familienpartei Österreich"" (Kurzbezeichnung ""FAPÖ"") 03.10.2005"
364,Forum Austritt Österreichs aus der EU,,05.03.2013,2013,"364 ""Forum Austritt Österreichs aus der EU"" 05.03.2013"
365,FPÖ - die Tiroler Freiheitlichen,"kurz ""FPÖ - Tirol""",06.05.2003,2003,"365 ""FPÖ - die Tiroler Freiheitlichen"", kurz ""FPÖ - Tirol"" 06.05.2003"
366,Frankenburger Alternative,(FAL),04.11.1998,1998,"366 ""Frankenburger Alternative"" (FAL) 04.11.1998"
367,FRAUENPARTEI,,25.10.1995,1995,"367 ""FRAUENPARTEI"" 25.10.1995"
368,Freidemokraten (Freie),,12.04.2012,2012,"368 ""Freidemokraten (Freie)"" 12.04.2012"
369,Freie Demokraten Salzburg,(FDS),05.11.2003,2003,"369 ""Freie Demokraten Salzburg"" (FDS) 05.11.2003"
370,Freie Demokratische Partei (FDP),,30.06.1986,1986,"370 ""Freie Demokratische Partei (FDP)"" 30.06.1986"
371,Freie Demokratische Partei Wien - Die Liberalen (F.D.P.),,08.07.1994,1994,"371 ""Freie Demokratische Partei Wien - Die Liberalen (F.D.P.)"" 08.07.1994"
372,Freie Humanistische Partei Österreichs,,13.10.1981,1981,"372 ""Freie Humanistische Partei Österreichs"" 13.10.1981"
373,"FREIE MEDIEN, BADEN",,27.03.1996,1996,"373 ""FREIE MEDIEN, BADEN"" 27.03.1996"
374,Freie Partei Lichtenwörth,"Abkürzung ""FPL""",16.11.2014,2014,"374 ""Freie Partei Lichtenwörth"", Abkürzung ""FPL"" 16.11.2014"
375,Freie Partei Salzburg (FPS) - Liste Dr. Karl Schnell,,22.06.2015,2015,"375 ""Freie Partei Salzburg (FPS) - Liste Dr. Karl Schnell"" 22.06.2015"
376,Freie Partei Tirol,"Abkürzung ""FPT""",30.11.2005,2005,"376 ""Freie Partei Tirol"", Abkürzung ""FPT"" 30.11.2005"
377,FREIE PATIENTENKAMMER in Gr. Interessengemeinschaft für eigenverantwortliche Patienten und freie Therapiewahl in Österreich,,11.08.1995,1995,"377 ""FREIE PATIENTENKAMMER in Gr. Interessengemeinschaft für eigenverantwortliche Patienten und freie Therapiewahl in Österreich"" 11.08.1995"
378,FREIE SOZIALE DEMOKRATEN,"Kürzel ""FSD""",27.03.2014,2014,"378 ""FREIE SOZIALE DEMOKRATEN"", Kürzel ""FSD"" 27.03.2014"
379,Freie Wiener Medien,(FWM),04.07.1997,1997,"379 ""Freie Wiener Medien"" (FWM) 04.07.1997"
380,Freies Bündnis Zukunft - Wien,"Kurzbezeichnung ""FBZ - Wien""",22.03.2010,2010,"380 ""Freies Bündnis Zukunft - Wien"", Kurzbezeichnung ""FBZ - Wien"" 22.03.2010"
381,FREIES BÜRGERFORUM - Partei für direkte Demokratie,,08.02.1983,1983,"381 ""FREIES BÜRGERFORUM - Partei für direkte Demokratie"" 08.02.1983"
382,FREIES EUROPA,,19.03.1997,1997,"382 ""FREIES EUROPA"" 19.03.1997"
383,Freiheitliche Partei Österreichs (FPÖ) - Die Freiheitlichen,,15.04.1977,1977,"383 ""Freiheitliche Partei Österreichs (FPÖ) - Die Freiheitlichen"" 15.04.1977"
384,"Freiheitliche Partei Österreichs (FPÖ) - Die Freiheitlichen, Landespartei Salzburg",,15.04.1977,1977,"384 ""Freiheitliche Partei Österreichs (FPÖ) - Die Freiheitlichen, Landespartei Salzburg"" 15.04.1977"
385,Freiheitliche Partei Österreichs (FPÖ) - Landesgruppe Niederösterreich - Freiheitliche Partei Niederösterreichs - Freiheitlichen Niederösterreichs,,18.09.1984,1984,"385 ""Freiheitliche Partei Österreichs (FPÖ) - Landesgruppe Niederösterreich - Freiheitliche Partei Niederösterreichs - Freiheitlichen Niederösterreichs"" 18.09.1984"
386,"Freiheitliche Partei Österreichs (FPÖ), Landesgruppe Kärnten",,15.04.1977,1977,"386 ""Freiheitliche Partei Österreichs (FPÖ), Landesgruppe Kärnten"" 15.04.1977"
387,"Freiheitliche Partei Österreichs (FPÖ), Landesgruppe Oberösterreich",,15.04.1977,1977,"387 ""Freiheitliche Partei Österreichs (FPÖ), Landesgruppe Oberösterreich"" 15.04.1977"
388,"Freiheitliche Partei Österreichs (FPÖ), Landesgruppe Vorarlberg",,21.12.2005,2005,"388 ""Freiheitliche Partei Österreichs (FPÖ), Landesgruppe Vorarlberg"" 21.12.2005"
389,"Freiheitliche Partei Österreichs (FPÖ), Landesgruppe Wien",,15.04.1977,1977,"389 ""Freiheitliche Partei Österreichs (FPÖ), Landesgruppe Wien"" 15.04.1977"
390,"Freiheitliche Partei Österreichs (FPÖ), Landespartei Burgenland",,15.04.1977,1977,"390 ""Freiheitliche Partei Österreichs (FPÖ), Landespartei Burgenland"" 15.04.1977"
391,"Freiheitliche Partei Österreichs (FPÖ), Landespartei Steiermark",,15.04.1977,1977,"391 ""Freiheitliche Partei Österreichs (FPÖ), Landespartei Steiermark"" 15.04.1977"
392,Für Österreich Partei (FÖP),,25.03.2015,2015,"392 ""Für Österreich Partei (FÖP)"" 25.03.2015"
393,Für Tirol - Partei der Mitte,,11.07.2012,2012,"393 ""Für Tirol - Partei der Mitte"" 11.07.2012"
394,Gaddavista Partei Österreichs,,16.02.2012,2012,"394 ""Gaddavista Partei Österreichs"" 16.02.2012"
395,GCA Global Change Alliance (Bündnis für globale Veränderung),,06.12.2011,2011,"395 ""GCA Global Change Alliance (Bündnis für globale Veränderung)"" 06.12.2011"
396,GELD und BÖRSE,,20.08.1987,1987,"396 ""GELD und BÖRSE"" 20.08.1987"
397,Gemeinsam leben,,26.03.1990,1990,"397 ""Gemeinsam leben"" 26.03.1990"
398,GEMEINSCHAFT DER BÜRGERINNEN (GDB),,22.08.2011,2011,"398 ""GEMEINSCHAFT DER BÜRGERINNEN (GDB)"" 22.08.2011"
399,GEMEINSCHAFTLICHES-ÖSTERREICH (G-05),"Kurzbezeichnung ""G-05""",16.10.2012,2012,"399 ""GEMEINSCHAFTLICHES-ÖSTERREICH (G-05)"", Kurzbezeichnung ""G-05"" 16.10.2012"
400,GEMEINSCHAFTLICHE-TIROLER-INITIATIVE (G-T-I),"Kurzbezeichnung ""G-T-I""",18.12.2012,2012,"400 ""GEMEINSCHAFTLICHE-TIROLER-INITIATIVE (G-T-I)"", Kurzbezeichnung ""G-T-I"" 18.12.2012"
401,"Gemeinwohl, Hausverstand, Verantwortung","Abkürzung ""GHV""",04.05.1994,1994,"401 ""Gemeinwohl, Hausverstand, Verantwortung"", Abkürzung ""GHV"" 04.05.1994"
402,Gerechtigkeit Partei Österreich GPÖ,,23.08.2006,2006,"402 ""Gerechtigkeit Partei Österreich GPÖ"" 23.08.2006"
403,Gerechtigkeits-Bewegung,,23.06.1980,1980,"403 ""Gerechtigkeits-Bewegung"" 23.06.1980"
404,GERECHTIGKEITSPARTEI,Überparteiliche Sammelbewegung für Wahrheit Gerechtigkeit und Freiheit,31.10.1989,1989,"404 ""GERECHTIGKEITSPARTEI"" Überparteiliche Sammelbewegung für Wahrheit, Gerechtigkeit und Freiheit 31.10.1989"
405,Gesamteuropäische Partei Österreichs (GEP),,15.06.1976,1976,"405 ""Gesamteuropäische Partei Österreichs (GEP)"" 15.06.1976"
406,GESAMTÖSTERREICHISCHE ALTERNATIVE LISTE (GAL),,19.11.1982,1982,"406 ""GESAMTÖSTERREICHISCHE ALTERNATIVE LISTE (GAL)"" 19.11.1982"
407,Gesellschaftsdemokratische Partei Österreichs GPPÖ,,26.09.2006,2006,"407 ""Gesellschaftsdemokratische Partei Österreichs GPPÖ"" 26.09.2006"
408,Gesellschaftspolitische Vereinigung,,27.12.2006,2006,"408 ""Gesellschaftspolitische Vereinigung"" 27.12.2006"
409,GESTALTUNG für MENSCHEN (MENSCHEN ÖSTERREICH oder MENSCHEN),,05.04.2005,2005,"409 ""GESTALTUNG für MENSCHEN (MENSCHEN ÖSTERREICH oder MENSCHEN)"" 05.04.2005"
410,GEWALTFREIE AKTION GLOBAL 2000,,01.09.1982,1982,"410 ""GEWALTFREIE AKTION GLOBAL 2000"" 01.09.1982"
411,GPO - Generationen Partei Oesterreich,,29.10.2007,2007,"411 ""GPO - Generationen Partei Oesterreich"" 29.10.2007"
412,Grazer Bürgerliste,"Kurzbezeichnung ""GBL""",02.12.1991,1991,"412 ""Grazer Bürgerliste"", Kurzbezeichnung ""GBL"" 02.12.1991"
413,Grazer Verkehrspartei,,06.02.2001,2001,"413 ""Grazer Verkehrspartei"" 06.02.2001"
414,GRÜN - ALTERNATIVEN (GAL OÖ),,06.05.1985,1985,"414 ""GRÜN - ALTERNATIVEN (GAL OÖ)"" 06.05.1985"
415,GRÜN ALTERNATIVE LISTE KORNEUBURG,,20.06.1990,1990,"415 ""GRÜN ALTERNATIVE LISTE KORNEUBURG"" 20.06.1990"
416,Grün Alternative Liste Linz,(GALL),29.09.1986,1986,"416 ""Grün Alternative Liste Linz"" (GALL) 29.09.1986"
417,GRÜN ALTERNATIVE STEIERMARK,,12.07.1985,1985,"417 ""GRÜN ALTERNATIVE STEIERMARK"" 12.07.1985"
418,GRÜNALGE,(Grün-alternative Gemeindepolitik),24.06.1986,1986,"418 ""GRÜNALGE"" (Grün-alternative Gemeindepolitik) 24.06.1986"
419,GRÜN-ALTERNATIVE BÜRGERLISTE Gmunden (GABL),,26.08.1985,1985,"419 ""GRÜN-ALTERNATIVE BÜRGERLISTE Gmunden (GABL)"" 26.08.1985"
420,GRÜN-ALTERNATIVE BÜRGERLISTE LANGENZERSDORF (GABL),,16.01.1990,1990,"420 ""GRÜN-ALTERNATIVE BÜRGERLISTE LANGENZERSDORF (GABL)"" 16.01.1990"
421,GRÜN-ALTERNATIVE BÜRGERLISTE Linz,,22.05.1985,1985,"421 ""GRÜN-ALTERNATIVE BÜRGERLISTE Linz"" 22.05.1985"
422,Grün-Alternative Bürgerliste,"kurz ""GABL""",15.02.1988,1988,"422 ""Grün-Alternative Bürgerliste"", kurz ""GABL"" 15.02.1988"
423,GRÜN-ALTERNATIVE LISTE GRAZ/Liste unabhängiger Grazerinnen und Grazer (ALG),,09.01.1987,1987,"423 ""GRÜN-ALTERNATIVE LISTE GRAZ/Liste unabhängiger Grazerinnen und Grazer (ALG)"" 09.01.1987"
424,GRÜN-ALTERNATIVE LISTE GRAZ/Unabhängige (ALG),,09.01.1987,1987,"424 ""GRÜN-ALTERNATIVE LISTE GRAZ/Unabhängige (ALG)"" 09.01.1987"
425,GRÜN-ALTERNATIVE LISTE GRAZ/Unabhängige Bürgerlisten (ALG),,09.01.1987,1987,"425 ""GRÜN-ALTERNATIVE LISTE GRAZ/Unabhängige Bürgerlisten (ALG)"" 09.01.1987"
426,Grün-Alternative Liste Österreichs (GALÖ),,16.09.1982,1982,"426 ""Grün-Alternative Liste Österreichs (GALÖ)"" 16.09.1982"
427,GRÜN-ALTERNATIVE LISTE STEIERMARK (GRÜNE),"Kurzbezeichnung ""VGÖ - AL""",13.03.1987,1987,"427 ""GRÜN-ALTERNATIVE LISTE STEIERMARK (GRÜNE)"", Kurzbezeichnung ""VGÖ - AL"" 13.03.1987"
428,Grün-Alternative Partei Österreichs,,23.09.1982,1982,"428 ""Grün-Alternative Partei Österreichs"" 23.09.1982"
429,GRÜN-ALTERNATIVE SAMMLUNG STEIERMARK,"Kurzbezeichnung ""GRAS-STEIERMARK""",26.06.1986,1986,"429 ""GRÜN-ALTERNATIVE SAMMLUNG STEIERMARK"", Kurzbezeichnung ""GRAS-STEIERMARK"" 26.06.1986"
430,GRÜN-ALTERNATIVE SAMMLUNG WIEN,"Kurzbezeichnung ""GRAS-WIEN""",04.03.1986,1986,"430 ""GRÜN-ALTERNATIVE SAMMLUNG WIEN"", Kurzbezeichnung ""GRAS-WIEN"" 04.03.1986"
431,Grün-Alternative Steiermark (Grüne),,15.02.1988,1988,"431 ""Grün-Alternative Steiermark (Grüne)"" 15.02.1988"
432,"Grün-alternative-Bürgerliste-Bürmoos, GABL",,20.09.1983,1983,"432 ""Grün-alternative-Bürgerliste-Bürmoos, GABL"" 20.09.1983"
433,Grün-Alternatives Graz (Grüne),,15.02.1988,1988,"433 ""Grün-Alternatives Graz (Grüne)"" 15.02.1988"
434,Grundrisse,,05.12.2001,2001,"434 ""Grundrisse"" 05.12.2001"
435,Grüne Alternative Hernals,"Kurzbezeichnung ""GRÜNE""",24.11.1986,1986,"435 ""Grüne Alternative Hernals"", Kurzbezeichnung ""GRÜNE"" 24.11.1986"
436,Grüne Alternative Klagenfurt/Zelena Alternativa Celovec (GA Klagenfurt/ZA Celovec),,16.09.1992,1992,"436 ""Grüne Alternative Klagenfurt/Zelena Alternativa Celovec (GA Klagenfurt/ZA Celovec)"" 16.09.1992"
437,Grüne Alternative Liste Schwechat,"Kurzbezeichnung ""Die Grünen Schwechat""",19.04.1989,1989,"437 ""Grüne Alternative Liste Schwechat"", Kurzbezeichnung ""Die Grünen Schwechat"" 19.04.1989"
438,Grüne Alternative Liste Steyr,"Kurzformen ""GAL-Steyr"" bzw ""Die Grünen Steyr (Grüne)""",26.07.1984,1984,"438 ""Grüne Alternative Liste Steyr"", Kurzformen ""GAL-Steyr"" bzw ""Die Grünen Steyr (Grüne)"" 26.07.1984"
439,Grüne Alternative Sammlung Hernals,(GRAS Hernals),07.05.1986,1986,"439 ""Grüne Alternative Sammlung Hernals"" (GRAS Hernals) 07.05.1986"
440,Grüne Alternative Waidhofen/Ybbs,"kurz ""GAL""",23.12.1992,1992,"440 ""Grüne Alternative Waidhofen/Ybbs"", kurz ""GAL"" 23.12.1992"
441,"GRÜNE ALTERNATIVE, DIE GRÜNEN DEUTSCH-WAGRAM","kurz ""DIE GRÜNEN""",25.10.1995,1995,"441 ""GRÜNE ALTERNATIVE, DIE GRÜNEN DEUTSCH-WAGRAM"", kurz ""DIE GRÜNEN"" 25.10.1995"
442,GRÜNE ARBEITNEHMER - Grüne in der Arbeiterkammer,"Kurzbezeichnung ""GA""",18.02.2000,2000,"442 ""GRÜNE ARBEITNEHMER - Grüne in der Arbeiterkammer"", Kurzbezeichnung ""GA"" 18.02.2000"
443,GRÜNE BEWEGUNG,,09.04.1982,1982,"443 ""GRÜNE BEWEGUNG"" 09.04.1982"
444,Grüne Liste Graz (Grüne),,15.02.1988,1988,"444 ""Grüne Liste Graz (Grüne)"" 15.02.1988"
445,Grüne Liste Kreuttal,(Kurzbezeichnung GLIK),14.06.1995,1995,"445 ""Grüne Liste Kreuttal"" (Kurzbezeichnung GLIK) 14.06.1995"
446,GRÜNE LISTE Neukirchen-Zipf,,01.08.1985,1985,"446 ""GRÜNE LISTE Neukirchen-Zipf"" 01.08.1985"
