Jahr,Förderung,Medium/Fördernehmer,Verleger,Förderbetrag
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NOVICE,Slomedia GmbH Tarviser Straße 16 9020 Klagenfurt,"28.664,30"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Österreichische BauernZeitung,Agrar Media Verlagsgesellschaft mbH. Schauflergasse 6 1010 Wien,"83.535,80"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Osttiroler Bote,Osttiroler Bote Medienunternehmen Ges.m.b.H. Schweizergasse 26 9900 Lienz,"8.635,60"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Profil,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstraße 1-3 1020 Wien,"50.121,50"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Rupertusblatt - Kirchenzeitung der Erzdiözese Salzburg,Ordinariat der Erzdiözese Salzburg Kapitelplatz 2 5020 Salzburg,"70.227,40"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Salzburger Woche,Salzburger Woche Verlags GesmbH Ing. Ludwig-Pech-Str. 1 5600 St. Johann im Pongau,"83.535,80"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Der Sonntag,Wiener Domverlag Ges.m.b.H. Stephansplatz 4/6/DG 1010 Wien,"76.574,50"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Der Sonntag - Kärntner Kirchenzeitung,Seelsorgeamt der Diözese Gurk Tarviser Straße 30 9020 Klagenfurt,"48.115,00"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sonntagsblatt für Steiermark,Bischöfliches Ordinariat - Diözese Graz- Seckau Bischofsplatz 4 8010 Graz,"83.535,80"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sportwoche,Styria Multi Media Men GmbH & CoKG Geiselbergstraße 15 1110 Wien,"23.807,70"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sportzeitung,Sportzeitung Verlags-GmbH Linke Wienzeile 40/22 1060 Wien,"22.624,30"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,tv media,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"85.173,80"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Zur Zeit - Die Wochenzeitung für Österreich,W 3 Verlagsges.m.b.H. Engelsberggasse 4 1030 Wien,"79.359,00"
2012,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Tiroler Sonntag - Kirchenzeitung der Diözese Innsbruck,"Diözese Innsbruck - Bischöfliches Ordinariat, Riedgasse 9, 6020 Innsbruck","52.742,00"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Kurier,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"130.390,90"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Kärntner Tageszeitung,Kärntner Tageszeitungsges.m.b.H. Karfreitstraße 24 9020 Klagenfurt,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Kronenzeitung,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Vorarlberger Tageszeitung,Zeitungs- und Verlagsges.m.b.H. Gutenbergstraße 1 6858 Schwarzach,"130.390,90"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neues Volksblatt,OÖ Media Data Vertriebs- und Verlagsges.m.b.H. Hafenstraße 1-3 4010 Linz,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,OÖ Nachrichten,OÖN Redaktion GmbH & CO KG Promenade 23 4020 Linz,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Hainburger Straße 33 1030 Wien,"130.390,90"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH & Co KG Schrannengasse 6 5020 Salzburg,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Tiroler Tageszeitung,Schlüsselverlag J.S. Moser GmbH. Ing.-Etzel-Straße 30 6020 Innsbruck,"162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Vorarlberger Nachrichten,"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH Gutenbergstr. 1 6858 Schwarzach","162.988,60"
2012,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,WirtschaftsBlatt,WirtschaftsBlatt Verlag AG Hainburgerstraße 33 1030 Wien,"97.793,20"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kärntner Tageszeitung,Kärntner Tageszeitungsges.m.b.H Viktringer Ring 28 9020 Klagenfurt,"10.973,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kurier,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neue Kronenzeitung,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neue Vorarlberger Tageszeitung,Zeitungs- und Verlagsges.m.b.H. Gutenbergstraße 1 6858 Schwarzach,"3.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neues Volksblatt,OÖ Media Data Vertriebs- und Verlagsges.m.b.H. Hafenstraße 1-3 4010 Linz,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),OÖ Nachrichten,OÖN Redaktion GmbH & CO KG Promenade 23 4020 Linz,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Hainburger Straße 33 1030 Wien,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH & Co KG Schrannengasse 6 5020 Salzburg,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Vorarlberger Nachrichten,"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH Gutenbergstr. 1 6858 Schwarzach","3.500,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Falter,Falter Zeitschriftengesellschaft m.b.H. Marc-Aurel-Straße 9 1010 Wien,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),NEWS,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),NÖN,Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H. Gutenbergstraße 12 3100 St. Pölten,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Salzburger Woche,Salzburger Woche Verlags GmbH Ing. Ludwig-Pech-Str. 1 5600 St. Johann im Pongau,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),tv media,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Friedrich Austerlitz-Institut für JournalistInnenausbildung,Löwelstraße 18 1014 Wien,"16.145,20"
2011,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,"Friedrich Funder Institut für Publizistik, Medienforschung und Journalistenausbildung",Tivoligasse 73 1120 Wien,"28.447,20"
2011,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,GESPU - Gesellschaft für Publizistik und Medienforschung,Alfred-Dallinger-Platz 1 1030 Wien,"17.625,10"
2011,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Katholische Medien Akademie,Schottengasse 3/7/39 1010 Wien,"58.206,50"
2011,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,"M-MEDIA, Verein zur Förderung interkultureller Medienarbeit",Franz-Josefs-Kai 27/1 1010 Wien,"5.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Österreichische Medienakademie - Kuratorium für Journalistenausbildung,Karolingerstraße 40 5020 Salzburg,"438.984,00"
2011,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,OÖ Journalistenakademie,Puchberg 1 4600 Wels,"62.712,00"
2011,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"40.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Kurier,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"40.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Hainburger Straße 33 1030 Wien,"40.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"40.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"40.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH & Co KG Schrannengasse 6 5020 Salzburg,"26.475,00"
2011,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),WirtschaftsBlatt,WirtschaftsBlatt Verlag AG Geiselbergstraße 15/1 1110 Wien,"40.000,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z1 PresseFG 2004",Verein Zeitung in der Schule (ZIS),Verein zur Förderung der Nutzung von Zeitungen in der Schule Wipplingerstraße 15 1010 Wien,"211.134,00"
2011,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"8.622,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Kurier,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"10.387,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neue Kronenzeitung,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"10.350,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neue Vorarlberger Tageszeitung,"Zeitungs- und Verlagsges.m.b.H. Gutenbergstraße 1 6858 Schwarzach, Vorarlberg","435,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neues Volksblatt,OÖ Media Data Vertriebs- und Verlagsges.m.b.H. Hafenstraße 1-3 4010 Linz,"1.380,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",OÖ Nachrichten,OÖN Redaktion GmbH & CO KG Promenade 23 4020 Linz,"10.621,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Hainburger Straße 33 1030 Wien,"20.700,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"12.327,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"17.796,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH & Co KG Schrannengasse 6 5020 Salzburg,"1.005,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Tiroler Tageszeitung,Schlüsselverlag J.S. Moser GmbH. Ing.-Etzel-Straße 30 6020 Innsbruck,"13.154,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Vorarlberger Nachrichten,"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH Gutenbergstr. 1 6858 Schwarzach","8.463,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",WirtschaftsBlatt,WirtschaftsBlatt Verlag AG Geiselbergstraße 15/1 1110 Wien,"1.409,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",BVZ - Burgenländische Volkszeitung,Burgenländische Volkszeitung GmbH Hauptstraße 52a 7000 Eisenstadt,"345,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Falter,Falter Zeitschriftengesellschaft m.b.H. Marc-Aurel-Straße 9 1010 Wien,"321,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Format,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"731,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Die Furche,Die Furche ZeitschriftenbetriebsgesmbH & Co KG Lobkowitzplatz 1 1010 Wien,"14.494,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Hrvatske Novine,Kroatischer Presseverein Hotterweg 54 7000 Eisenstadt,"651,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Kirchenzeitung der Diözese Linz,Kirchenzeitung Diözese Linz Kapuzinerstraße 84 4020 Linz,"394,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Murtaler Zeitung,Wochenzeitung GmbH Steiermark Belgiergasse 3 8020 Graz,"7,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",NEWS,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"1.842,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",NÖN,Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H. Gutenbergstraße 12 3100 St. Pölten,"1.688,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Osttiroler Bote,"Osttiroler Bote Medienunternehmen Ges.m.b.H. Schweizergasse 26 9900 Lienz, Osttirol","88,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Profil,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"3.887,00"
2011,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Tiroler Sonntag - Kirchenzeitung der Diözese Innsbruck,"Diözese Innsbruck Bischöfliches Ordinariat Wilhelm-Greil-Strasse 7, 6020 Innsbruck","1.077,00"
2011,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,How to change fluently Innovationen in Verlagshäusern Strategien und Best Practice- Beispiele aus aller Welt,Medienhaus Wien – Forschung und Weiterbildung GmbH Alser Straße 22/8 1090 Wien,"20.000,00"
2011,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,"Journalismus im Wandel ? Berufsbilder und Selbstverständnis von Journalistinnen und Journalisten bei Gratis-, Privatrundfunk- und Onlinemedien in Österreich",Fachbereich Kommunikations- wissenschaft (Abteilung Journalistik) der Universität Salzburg Univ.Prof.Dr. Roman Hummel Rudolfskai 42 5020 Salzburg,"15.384,00"
2011,Qualitätsförderung und Zukunftssicherung – 6. Förderung von Presseclubs gemäß § 11 Abs. 4 PresseFG 2004,Klub der Wirtschaftspublizisten,Bauernmarkt 6/7 1010 Wien,"3.502,80"
